Term,TermCount,DocCount,TFIDF
neurovascular bundle-,1,1,1.0
Patient-Centered Care,1,1,1.0
Sclerosing Mesenteritis,1,1,1.0
erythematous incision,1,1,1.0
Vasculary,1,1,1.0
open femoral artery exposure,1,1,1.0
Upset Stomach,2,1,2.0
Finger lump,1,1,1.0
esophagus obstruction,1,1,1.0
headache severe,2,2,1.0
aspirin-free,1,1,1.0
headaches severe,1,1,1.0
tendinous sheath,1,1,1.0
other arthropathy,1,1,1.0
refractory migraine,5,2,2.5
wear appropriate clothing,1,1,1.0
thin central corneal thickness,2,1,2.0
exudate of tonsils,1,1,1.0
Area 3,2,2,1.0
radiogram,1,1,1.0
upper eyelid/,1,1,1.0
Supraventricular tachycardias,1,1,1.0
MOUTH LESION,1,1,1.0
abuse of substance,1,1,1.0
poor work performance,1,1,1.0
small intestinal stricture,2,1,2.0
CLEFT PALATE,1,1,1.0
Jejunal stricture,1,1,1.0
Obstructive hydronephrosis,2,2,1.0
PLASMALYTE,1,1,1.0
A solution,1,1,1.0
istention,1,1,1.0
ecompression,1,1,1.0
Chantix Starter Pack,2,2,1.0
Almost constant,1,1,1.0
borderline htn,1,1,1.0
Gerontological,1,1,1.0
MEDICAL RECORD REVIEW,2,2,1.0
TANGENTIAL BIOPSY OF SKIN,2,1,2.0
duodenal reflux,1,1,1.0
MRI of bowel,1,1,1.0
bloating symptom,1,1,1.0
Gaviscon Advanced,1,1,1.0
vestibular function test,1,1,1.0
Visualization techniques,1,1,1.0
Insulin autoantibodies,1,1,1.0
Proinsulin,1,1,1.0
diet modification-,1,1,1.0
hand vein,1,1,1.0
co hypertension,1,1,1.0
Moxon,1,1,1.0
Myocardial Revascularization,1,1,1.0
warmth of toe,1,1,1.0
disc disease lumbar,1,1,1.0
pleural fluid Gram stain,2,2,1.0
2.Transportation,1,1,1.0
renal glucosuria,1,1,1.0
phosphaturia,1,1,1.0
high pth,1,1,1.0
enterovirus infections,1,1,1.0
beta-hydroxysteroid dehydrogenase,1,1,1.0
metabolic alkalemia,9,2,4.5
17 alpha-hydroxylase,2,1,2.0
Immobile or <50 yards,1,1,1.0
endocrine effect,2,1,2.0
bed bath/,1,1,1.0
coarse basophilic stippling,2,1,2.0
.Progression,1,1,1.0
acute bronchitis with bronchospasm,1,1,1.0
Hemorrhoidectomies,1,1,1.0
-Grip strength,1,1,1.0
step tests,1,1,1.0
referral to colorectal surgeon,2,2,1.0
taking OTC NSAIDs,1,1,1.0
Lutein 20 mg oral capsule,1,1,1.0
pre-surgery testing,1,1,1.0
npossible,1,1,1.0
increases weight,1,1,1.0
VO2peak,1,1,1.0
respiratory exchange ratio,2,2,1.0
joints mobile,1,1,1.0
e-mycin,1,1,1.0
incision of right hip,1,1,1.0
AND OPERATIONS,1,1,1.0
Marfans syndrome,1,1,1.0
Inflammatory Polyarthritis,2,1,2.0
sudden onset of diffuse arthralgias,1,1,1.0
Preparation for procedures,1,1,1.0
small right breast,1,1,1.0
Hyperpigmented skin patches,1,1,1.0
plays baseball,3,3,1.0
Primary caries,1,1,1.0
tri luma,1,1,1.0
Single unit,1,1,1.0
numbness of left index finger,1,1,1.0
7 innervation,1,1,1.0
Atorvastatin 20 mg oral tablet,1,1,1.0
Glipizide 5 mg oral tablet,1,1,1.0
positiona,1,1,1.0
pleuropericarditis,2,1,2.0
rheumatoid factors,1,1,1.0
feltys syndrome,1,1,1.0
LEFT ARM PAIN,2,2,1.0
Glucocorticoid therapy,2,2,1.0
Risk reduction strategies,1,1,1.0
free weights/,1,1,1.0
urine sugar,1,1,1.0
Not at all bothersome,1,1,1.0
Pelvic asymmetry,1,1,1.0
neuroretinal rim,1,1,1.0
glaucomas,2,2,1.0
Dry skin face,1,1,1.0
Gold Au 198,5,2,2.5
-hyaluronic acid,1,1,1.0
retractile mesenteritis,1,1,1.0
Progesterone,1,1,1.0
"beta 1,3 glucan",1,1,1.0
cysts splenic,1,1,1.0
immune-complex glomerulonephritis,1,1,1.0
pert,1,1,1.0
transfusions-,1,1,1.0
amphetamine positive,1,1,1.0
ANTIVIRAL,1,1,1.0
heme positive stools,1,1,1.0
fungal peritonitis-,1,1,1.0
Small atrophic kidneys,1,1,1.0
--Intraperitoneal,1,1,1.0
Phosphate low,1,1,1.0
Ossicular chain,2,1,2.0
OSSICULAR CHAIN RECONSTRUCTION,3,2,1.5
are protocol,3,3,1.0
T7 Vertebra,1,1,1.0
Pneumova,1,1,1.0
ORAL MEDICATION,1,1,1.0
methylprednisolone tablets,1,1,1.0
hereditary diseases,1,1,1.0
speech audiometry,1,1,1.0
provide verbal and written instructions,1,1,1.0
"BMI 25.0-25.9,adult",4,2,2.0
neural ganglion,1,1,1.0
Right RTE,1,1,1.0
bodyworks,1,1,1.0
analysis information,1,1,1.0
Sildenafil 20 mg oral tablets,1,1,1.0
lip ulcer,3,2,1.5
Fluzone Quadrivalent 2014-2015,1,1,1.0
Condylomata acuminata,1,1,1.0
-Manually,1,1,1.0
Bilateral atrial enlargement,2,2,1.0
Melatonin 10 MG Oral Tablet,1,1,1.0
Poroma,3,2,1.5
-Detachment,1,1,1.0
left scapula/,1,1,1.0
lima bean,1,1,1.0
iron replacements,2,2,1.0
talocalcaneal ligaments,1,1,1.0
Mediastinal bleeding,2,1,2.0
Prothrombin complex,1,1,1.0
pharmacologically paralyzed,2,1,2.0
Atrial septum intact,3,3,1.0
Suspected deep tissue injury,1,1,1.0
ambulate ambulation,1,1,1.0
concerta,4,1,4.0
IVERMECTIN TOPICAL,1,1,1.0
METHYLPHENIDATE,2,1,2.0
antidiarrheal agent,1,1,1.0
contact lense,1,1,1.0
Varicose veins of left leg,2,2,1.0
hemochromatosis carrier,1,1,1.0
vaginal yeast,1,1,1.0
bilateral astigmatism,1,1,1.0
carrier of hemochromatosis,1,1,1.0
medication|,1,1,1.0
DECORTICATION OF LUNG,2,1,2.0
PLEURAL BIOPSY,5,2,2.5
bladder operations,1,1,1.0
esophagus reconstruction,1,1,1.0
pleural pressure,1,1,1.0
Positive Pressure Ventilation,1,1,1.0
Transhiatal Esophagectomy,1,1,1.0
lesion with obscured margin,1,1,1.0
superinfections,1,1,1.0
electroencephalogram (EEG,2,2,1.0
T1 category,1,1,1.0
pulmonary function FEV1,1,1,1.0
PROCEDURE SPINE,2,2,1.0
rarefaction,1,1,1.0
Pain VAS,1,1,1.0
middle ear hemotympanum,1,1,1.0
periungual wart,3,1,3.0
Contact with cactus,1,1,1.0
plasma homocystine level,1,1,1.0
basilar artery insufficiency,1,1,1.0
"Blindness, legal",1,1,1.0
"Blindness, total",1,1,1.0
rheumatology-,1,1,1.0
low vision aids,4,2,2.0
diabetes mellitus with neurological complications,1,1,1.0
SURGICAL ABDOMEN,1,1,1.0
phenylketonuria,1,1,1.0
Pyogenic arthritis,3,2,1.5
superior mesenteric artery aneurysm,12,1,12.0
drug food interactions,2,2,1.0
gmp,1,1,1.0
aneurysm of superior mesenteric artery,2,1,2.0
Gram stain of specimen,1,1,1.0
Group B Streptococcus,2,2,1.0
SUPERIOR MESENTERIC ARTERY ANEURYSM,1,1,1.0
hepatitis B antigen,2,1,2.0
streptococcus group,1,1,1.0
Culture of blood,1,1,1.0
lvf,1,1,1.0
infraclavicular skin,2,1,2.0
DIALYSIS-,1,1,1.0
liver transplanted,1,1,1.0
Immunomodulating Agents,1,1,1.0
Hemiparkinsonism,2,1,2.0
2Kidney Transplant,1,1,1.0
-Sublingual,2,2,1.0
Liver transplant status,1,1,1.0
therapeutic pneumothorax,6,1,6.0
Right parietal pleura,2,2,1.0
environmental circumstances,1,1,1.0
biopsy of pleura,1,1,1.0
Mycobacterial infections,1,1,1.0
Histological diagnosis,1,1,1.0
decortication procedure,2,1,2.0
Superior mesenteric artery aneurysm,2,1,2.0
school problems,1,1,1.0
11.History of pericarditis,1,1,1.0
Genotype 3,1,1,1.0
AZT,2,2,1.0
rulings,1,1,1.0
Assessing Safety,1,1,1.0
pneumonia; aspiration,1,1,1.0
left shoulder erythema,1,1,1.0
unvoluntary movements,1,1,1.0
iagnosis,1,1,1.0
Wellens syndrome,1,1,1.0
maintaining patient's safety,1,1,1.0
discharge problem,1,1,1.0
Prominent bile ducts,1,1,1.0
labeled incorrectly,2,2,1.0
T3 reverse,1,1,1.0
posititional,1,1,1.0
drug labels,1,1,1.0
admitted/,1,1,1.0
hospitalisations,1,1,1.0
right ovary,1,1,1.0
Immunosuppression-,3,2,1.5
Ischemia-,1,1,1.0
inpatient appointment,1,1,1.0
acute infectious pneumonia,1,1,1.0
vre,1,1,1.0
Stabilizes,1,1,1.0
sputum content,1,1,1.0
Transportation-,2,2,1.0
CV agents,1,1,1.0
-Phosphorus,4,2,2.0
Self-Cares,1,1,1.0
removal of plaster,1,1,1.0
"NORMOCYTIC, NORMOCHROMIC ANEMIA",1,1,1.0
NEUROENDOCRINE TUMOUR,1,1,1.0
ECTOPIC URETER,3,1,3.0
difficulty opening eye,1,1,1.0
normal urine analysis,1,1,1.0
flowering,1,1,1.0
Q2-3 days,1,1,1.0
incubator,1,1,1.0
bitter melon,1,1,1.0
phosphokinase,5,4,1.25
Retransplantation,1,1,1.0
Reflux Nephropathy,3,3,1.0
Stippling,5,2,2.5
carvedilol 12.5 MG,1,1,1.0
furosemide 80 MG,1,1,1.0
peritoneal dialysis fluid,2,2,1.0
HLA-B44,1,1,1.0
insulin nph,1,1,1.0
multifocal posterior chamber intraocular lens,1,1,1.0
Multiple benign melanocytic nevi,1,1,1.0
EARS NOSE THROAT,2,2,1.0
warfarin 5 mg oral tablet)1.5,1,1,1.0
quadrivalent influenza vaccine,1,1,1.0
SKIN CARCINOMA,1,1,1.0
av graft,3,2,1.5
-urethral,2,2,1.0
ablations-,1,1,1.0
eye surgeons,1,1,1.0
depigmentation-,1,1,1.0
nonspecific abnormal findings,1,1,1.0
CT with without contrast,1,1,1.0
CLEAR URINE,1,1,1.0
excision of scrotal lesion,4,1,4.0
retired from military service,1,1,1.0
ANSWER QUESTIONS,1,1,1.0
NAUSEA WITH VOMITING,1,1,1.0
Retinal arterial occlusion,1,1,1.0
listheses,2,2,1.0
hypothyroidism subclinical,1,1,1.0
-Moderately enlarged,1,1,1.0
systolic CHF/,1,1,1.0
family history reviewed with patient,2,2,1.0
onychomycosis of toenail,1,1,1.0
Hypertension requiring medication,2,2,1.0
DYSTROPHIC NAIL(S,2,1,2.0
Popeye syndrome,1,1,1.0
-rectal swab,1,1,1.0
abdominal wall desmoid tumor,5,1,5.0
Desmoid-type fibromatosis,2,1,2.0
colloidal iron,2,2,1.0
Nasal Stuffiness,1,1,1.0
Verrucous keratosis,1,1,1.0
"normal urine""",1,1,1.0
urates,7,4,1.75
Old Myocardial Infarction,2,1,2.0
foot bone,3,3,1.0
"MELANOMA, STAGE",1,1,1.0
PANCREATIC CYSTS,2,2,1.0
Quadriceps Tendon,2,1,2.0
prepares healthy meals,1,1,1.0
Kidney - left,1,1,1.0
peripheral vascular disorder,1,1,1.0
Vivotif Berna,1,1,1.0
foot nodule,3,2,1.5
"Sensorineural hearing loss, unilateral",1,1,1.0
Thrombosed hemorrhoids,1,1,1.0
reported prostate examination,1,1,1.0
aircraft accident,3,1,3.0
Marginal Zone B Cell Lymphoma,8,1,8.0
artery biopsies,2,1,2.0
admission to telemetry unit,1,1,1.0
infective endocarditis of aortic valve,1,1,1.0
-antibiotic coverage,1,1,1.0
swelling knees,1,1,1.0
muscle mass increase,1,1,1.0
Elevated IgM,2,2,1.0
efferent lymphatics,1,1,1.0
cardiac angiosarcoma,1,1,1.0
Multi disciplinary team,1,1,1.0
lichenoid eruptions,1,1,1.0
hip x rays,1,1,1.0
Factor 10-,1,1,1.0
allergy to fish,2,2,1.0
Crystalline Arthritis,2,1,2.0
Junk,3,1,3.0
History of backache,1,1,1.0
testes tenderness,1,1,1.0
level evidenced,1,1,1.0
Strength muscle,1,1,1.0
UPPER ARMS,1,1,1.0
Hypocortisolemia,1,1,1.0
BICEP TENDON,1,1,1.0
TWITCHING,1,1,1.0
HYPOCORTISOLEMIA,1,1,1.0
Central hypogonadism,5,2,2.5
Ankle-left,1,1,1.0
TRANSECTION,1,1,1.0
bronchitis/,1,1,1.0
prolonged reaching,1,1,1.0
-Effusion,1,1,1.0
ProctoFoam-HC,1,1,1.0
Abdominal wall tumor,1,1,1.0
lupus erythematosis,3,3,1.0
URINE TESTS,1,1,1.0
Rovalpituzumab tesirine,1,1,1.0
generalized seizure disorder,10,2,5.0
harmonies,1,1,1.0
Lennox-Gastaut,2,1,2.0
centromedian nucleus,6,1,6.0
atypical absence seizures,2,1,2.0
atonic seizures,1,1,1.0
structural proteins,1,1,1.0
Centromedian Nucleus,6,1,6.0
FELBATOL,2,1,2.0
epilepsy intractable with status epilepticus,2,1,2.0
Felbamate,2,1,2.0
idiopathic generalized epilepsy,4,2,2.0
Intertriginous candidiasis,1,1,1.0
myoclonic absence,3,1,3.0
infraclavicular incisions,2,2,1.0
antifungal drugs,1,1,1.0
scourge,1,1,1.0
health technology,1,1,1.0
right bicipital tenosynovitis,1,1,1.0
peripheral vestibular disorder,1,1,1.0
Middle finger nail,1,1,1.0
Posterior pressure,1,1,1.0
Doppler echocardiogram,2,2,1.0
skin mole,2,2,1.0
"cough, nocturnal",1,1,1.0
anesthesiologist arrived,2,1,2.0
Idiosyncratic reaction,1,1,1.0
PASSING OUT,2,2,1.0
CEFDINIR 300 MG ORAL CAPSULE,1,1,1.0
precordial thrill,1,1,1.0
low cholesteroll,1,1,1.0
NON-SEDATING ANTIHISTAMINE,1,1,1.0
ANTIHISTAMINE NASAL,1,1,1.0
Tenosynovitis NOS,1,1,1.0
proximal ureteral kinking,1,1,1.0
Pain of left heel,2,2,1.0
Cavus deformity of foot,2,2,1.0
bunion of left foot,1,1,1.0
Villonodular synovitis,1,1,1.0
History of blood disorder,1,1,1.0
Mass of foot,1,1,1.0
Enthesopathy of left hip,1,1,1.0
"CYSTOURETHROSCOPY, WITH URETERAL CATHETERIZATION",1,1,1.0
"CYSTOURETHROSCOPY, WITH BIOPSY(S",1,1,1.0
"Keratoses, Actinic",1,1,1.0
catheterization  procedures,1,1,1.0
DILATES,1,1,1.0
VALVULAR REGURGITATION,1,1,1.0
tracheal extubation,1,1,1.0
ASPIRIN 325 MG ORAL TABLET,1,1,1.0
babinski's sign,1,1,1.0
heat generation,2,2,1.0
target cell,2,1,2.0
papules on forearm,1,1,1.0
disorders fat,1,1,1.0
I protocol,1,1,1.0
-Barretts syndrome,1,1,1.0
esophagus segment,1,1,1.0
tolerance to alcohol,1,1,1.0
care long-term,1,1,1.0
Stevens-Johnsons,1,1,1.0
urine AFB stain,2,1,2.0
aceta,1,1,1.0
Pelvic seroma,1,1,1.0
isosorbide mononitrate 30 MG,2,2,1.0
ranolazine 500 MG,1,1,1.0
duration of lab,2,2,1.0
LAPAROSCOPIC CHOLECYSTEC,1,1,1.0
infrapatellar swelling,1,1,1.0
excessive carbohydrate intake,1,1,1.0
"Fever, recurrent",1,1,1.0
Colitis - presumed infectious,1,1,1.0
vedolizumab levels,1,1,1.0
abdomen palpation,1,1,1.0
Coccidioides IgM.,3,1,3.0
Interleukin-12,2,2,1.0
ulcerative colitis with fistula,1,1,1.0
not yet offered,1,1,1.0
vasospasms,2,2,1.0
Anterior MI,2,2,1.0
benzoic acid,2,2,1.0
infection of colon,1,1,1.0
Discussion about anticoagulation therapy,1,1,1.0
-No problems,1,1,1.0
T normal,1,1,1.0
complications procedure,1,1,1.0
Pediatric Medicine,1,1,1.0
normal live,1,1,1.0
Anterior skull base,1,1,1.0
-olfactory,1,1,1.0
Bridle procedure,1,1,1.0
lengthenings,1,1,1.0
Right sciatic neuropathy,1,1,1.0
-static standing,3,1,3.0
hip replacement right,1,1,1.0
-determination,1,1,1.0
gatifloxacin ophthalmic,2,1,2.0
NASAL ENDOSCOPY WITH MAXILLARY ANTROSTOMY,2,1,2.0
functional physical therapy goals,3,2,1.5
subclavius muscle,1,1,1.0
feeling emotion,1,1,1.0
Organ System,1,1,1.0
blood eye,1,1,1.0
Panax Ginseng,1,1,1.0
acneiform eruption on back,1,1,1.0
Nubeqa 300 MG Oral Tablet,1,1,1.0
Rivaroxaban 20 MG Oral Tablet,1,1,1.0
Oxytocin,2,2,1.0
poling,1,1,1.0
physical workload,1,1,1.0
breast normal,1,1,1.0
Hyperbilirubinemia-,1,1,1.0
LUMP,2,2,1.0
filled tooth,2,2,1.0
disease natural history,1,1,1.0
dimproved,1,1,1.0
Lymphadenopathies,1,1,1.0
second toe-,2,1,2.0
Removal of nail plate,1,1,1.0
liver necrosis,3,3,1.0
Case report,3,1,3.0
biopsy of prostate showed adenocarcinoma,2,2,1.0
Carpal Bones,1,1,1.0
uncommunicative,1,1,1.0
Bilateral lung bases,1,1,1.0
bilateral exophthalmos,1,1,1.0
-Lactate normal,1,1,1.0
respiratory systems,2,2,1.0
Methyl Protect,1,1,1.0
Area 9,1,1,1.0
Area 6,1,1,1.0
Area 8,1,1,1.0
Area 1,1,1,1.0
bilateral facial pain,3,1,3.0
frontal prominence,1,1,1.0
diclofenac-misoprostol,2,1,2.0
adequate recognition,1,1,1.0
vitreous detachment of left eye,1,1,1.0
glucosamine sulfate 1000 MG,4,2,2.0
position of ureteral stent,2,2,1.0
Celery seed extract,1,1,1.0
distendedi,1,1,1.0
leep,2,2,1.0
Lead normal,1,1,1.0
kidney filling defect,2,1,2.0
urothelial carcinoma.s,2,1,2.0
Combined androgen blockade,1,1,1.0
orthopedic goals,1,1,1.0
REPLACEMENT-,1,1,1.0
Nauzene,1,1,1.0
ontracture,1,1,1.0
left templet,1,1,1.0
back pain radiate,1,1,1.0
Aquaphor Healing,1,1,1.0
L3 Vertebra,1,1,1.0
neural canal,1,1,1.0
corneal cultures,1,1,1.0
Chronic kidney disease stage G3b,1,1,1.0
Screening for lipoid disorders,2,2,1.0
treatment of left wrist,1,1,1.0
independentt,1,1,1.0
granulocytopenia,2,1,2.0
Bruton's Tyrosine Kinase,2,1,2.0
aspiration of AC joint,1,1,1.0
Waldenstroms Macroglobulinemia,1,1,1.0
Kernig sign,2,2,1.0
alpha 2 globulin,1,1,1.0
testo,2,2,1.0
withholding treatment,3,3,1.0
Skin and Subcutaneous Tissue Disorders,2,1,2.0
Infections and Infestations,1,1,1.0
Overall Response,1,1,1.0
sub-RPE deposits,1,1,1.0
vitreous biopsy,1,1,1.0
Everolimus therapy,1,1,1.0
Multinodular Goiter,2,2,1.0
Serum gastrin,1,1,1.0
Inflammatory colitis,12,2,6.0
right radial artery graft,2,1,2.0
adverse effect of amiodarone,1,1,1.0
frustrated mood,1,1,1.0
Anterior T wave inversion,1,1,1.0
urine examination,1,1,1.0
VENOUS STASIS,1,1,1.0
Swelling of left leg,1,1,1.0
whipple operation,4,2,2.0
gas pressures,1,1,1.0
heterogeneous calcification,1,1,1.0
VERTEBRAL ARTERIES,2,2,1.0
chronic gastric ulcer,3,2,1.5
metoprolol tartrate 75 MG,1,1,1.0
Respiratory Management,2,1,2.0
Mixed Sleep Apnea,2,2,1.0
Chronic ulcer of pyloric antrum,1,1,1.0
Childhood Asthma Control Test,1,1,1.0
chemical irritants,2,1,2.0
Skin tumor NOS,2,1,2.0
Chlortab-4,1,1,1.0
4 antigen,2,1,2.0
CYCLOSPORINE MODIFIED,2,1,2.0
Soothe XP,1,1,1.0
alport syndrome,1,1,1.0
-Excisional,1,1,1.0
-Cervical lymphadenopathy,1,1,1.0
cold induced urticaria,1,1,1.0
EAR RIGHT,1,1,1.0
Mild neutropeniaNo,1,1,1.0
Stage II Prostate Cancer,1,1,1.0
BODY ACHE,1,1,1.0
receding anterior hairline,2,1,2.0
Rhytidectomy,1,1,1.0
Eyelid malposition,1,1,1.0
ecchymosis of right thigh,2,2,1.0
laryngotomy,1,1,1.0
Intraoperative bleeding,1,1,1.0
capillary vessels,1,1,1.0
"melanoma, stage",2,1,2.0
Benign neoplasm of soft tissue,1,1,1.0
temperature monitor,1,1,1.0
iMRI,1,1,1.0
white blood cells urine,1,1,1.0
-enfortumab,1,1,1.0
biopsy of sigmoid colon,1,1,1.0
nephrostomys,1,1,1.0
Pilates exercise,2,2,1.0
physician referrall,1,1,1.0
-increasing weights,1,1,1.0
--Cardiac silhouette,1,1,1.0
digitalizing,1,1,1.0
econazole 1% cream,1,1,1.0
urine brown,1,1,1.0
eCG,2,2,1.0
mohs surgerys,1,1,1.0
Muprocin,1,1,1.0
superficial temporal vein,2,1,2.0
staple remova,1,1,1.0
XEROFORM,2,2,1.0
biopsy pleural,1,1,1.0
Hypercalcemia of Malignancy,2,2,1.0
FLOPPY IRIS SYNDROME,1,1,1.0
MIOSIS,1,1,1.0
MERKEL CELL CARCINOMA,3,1,3.0
BASAL CELL CARCINOMAS,1,1,1.0
ear carcinoma,1,1,1.0
Posterior/,1,1,1.0
Left inner ear,1,1,1.0
rlipidemia,1,1,1.0
MICROSCOPIC EXAMINATION1,1,1,1.0
control behavior,1,1,1.0
SCAR TISSUE,2,1,2.0
immunosuppresed patient,1,1,1.0
initiate enteral feeding,1,1,1.0
tenosynovitis of left hand,1,1,1.0
bile stasis,1,1,1.0
Nature therapy,1,1,1.0
Normal IgE,1,1,1.0
functional nausea,3,1,3.0
LEFT HEEL PAIN,1,1,1.0
EPIDURAL HEMATOMA,1,1,1.0
PABA,2,2,1.0
Uncoordinated movement,1,1,1.0
does not use contraception,1,1,1.0
shoulder dislocation reduce,1,1,1.0
exostoses-,1,1,1.0
PRONATOR DRIFT,1,1,1.0
HIP JOINTS,1,1,1.0
GLUTEAL MUSCLES,1,1,1.0
stone extraction/7,1,1,1.0
care health plan,1,1,1.0
ludwigs angina,1,1,1.0
adam's apple,1,1,1.0
NECK LYMPH NODE,6,2,3.0
gene rearrangement by PCR,1,1,1.0
-x-ray of shoulder,1,1,1.0
Oral mucosal,2,2,1.0
Admisssion,1,1,1.0
atrophy of trapezius muscle,1,1,1.0
Vitamin B9,2,2,1.0
lipogranuloma,1,1,1.0
Scheuermann's Kyphosis,3,1,3.0
Need for vaccinations,1,1,1.0
Acute on chronic bronchitis,1,1,1.0
lumbosacral discs,1,1,1.0
Cyruta,1,1,1.0
hydrocortisone and antibiotic,1,1,1.0
groin lumps,1,1,1.0
Risk travel,1,1,1.0
Thyme,2,1,2.0
Home Blood Glucose Monitoring,1,1,1.0
investigationa,1,1,1.0
Urinary Bladder Tumor,1,1,1.0
dialectical behavior therapy,2,2,1.0
roller skating,4,3,1.3333333333333333
neoplasm of intrapelvic lymph node,2,2,1.0
poor musculature,1,1,1.0
Clonic jerks,1,1,1.0
Type I Diabetes Mellitus,4,2,2.0
7Assessment,1,1,1.0
Bloodgood,12,1,12.0
tachycardia   supraventricular,1,1,1.0
central post stroke pain,1,1,1.0
Weakness of ankle dorsiflexion,1,1,1.0
rectal packing,2,1,2.0
sense of temperature,1,1,1.0
hernia abdominal wall,2,2,1.0
Intermittent esotropia of both eyes,1,1,1.0
Comitant,1,1,1.0
avulsion/,1,1,1.0
Room spinning,2,2,1.0
urinary contro,1,1,1.0
IMPAIRED HEARING,1,1,1.0
DISCOLORATIONS,1,1,1.0
CONVULSION,1,1,1.0
EXTRAOCULAR MOVEMENTS,1,1,1.0
REACTIVE TO LIGHT,1,1,1.0
JUGULAR VENOUS DISTENTION,1,1,1.0
DYSPNEA AT REST,1,1,1.0
HEAVE,1,1,1.0
GUARDING REBOUND,1,1,1.0
COSTOVERTEBRAL ANGLE TENDERNESS,1,1,1.0
Encounter for radiotherapy,1,1,1.0
bite of back,1,1,1.0
-peak flow,1,1,1.0
Low self esteem,1,1,1.0
Finkelstein's test positive,1,1,1.0
cervical change,1,1,1.0
Excisional biopsy of soft tissue,1,1,1.0
posterior acetabular rim,1,1,1.0
excessive physical exercise,1,1,1.0
factor v,1,1,1.0
bite of left forearm,1,1,1.0
Lyme Antibody,2,1,2.0
lactose restricted diet,1,1,1.0
Mass Effect,3,1,3.0
Decreased PO Intake,1,1,1.0
loss; appetite,1,1,1.0
Mycetoma,1,1,1.0
ethmoid sinus pressure,1,1,1.0
chronic sphenoidal sinusitis,1,1,1.0
-protein creatinine ratio,1,1,1.0
Tamsulosine,1,1,1.0
P-GP,1,1,1.0
lif,1,1,1.0
X-ray soft tissue,1,1,1.0
tonsil abscess,1,1,1.0
tooth filling,2,1,2.0
thinners-,2,2,1.0
extremities pain,1,1,1.0
longer than 5 years ago,1,1,1.0
breast tumor,2,2,1.0
capsule joint,1,1,1.0
identified structures,1,1,1.0
Allergic shiners,2,2,1.0
Testosterone 16,1,1,1.0
Video Assisted Thoracoscopic Surgery,3,1,3.0
Acid numbers,1,1,1.0
Ingrown toenail of left foot,1,1,1.0
BETAINE HCL,2,2,1.0
Serum eosinophils,1,1,1.0
pains shooting,3,3,1.0
facets joint,1,1,1.0
late ejaculation,1,1,1.0
Periprostatic tissues,2,1,2.0
stumbling gait,3,2,1.5
tetanus and diphtheria toxoids,1,1,1.0
HUNTING,2,1,2.0
Pingueculas,2,1,2.0
-Pseudoexfoliation,1,1,1.0
CAM procedure,2,1,2.0
myotonic disorder,1,1,1.0
As antigen,2,2,1.0
sacral oedema,1,1,1.0
Nonfunctioning kidney,1,1,1.0
Elevated ESRF,1,1,1.0
Left bundle branch block NOS,1,1,1.0
irritants-,1,1,1.0
-subscapularis,1,1,1.0
Lid lesion,3,2,1.5
AXID,2,1,2.0
Unilateral gynecomastia,2,1,2.0
ANTIESTROGEN THERAPY,1,1,1.0
recurrent testicular cancer,1,1,1.0
Discomfort in chest,2,2,1.0
Breyna,1,1,1.0
history of rheumatologic problems,1,1,1.0
warmth of left elbow,1,1,1.0
pancreatectomy partial,1,1,1.0
abrasion/,1,1,1.0
Ectopic Ureter,2,1,2.0
circadian rhythm disorders,1,1,1.0
crooked nose,1,1,1.0
vascular spasm,2,1,2.0
Adrenal tissue,1,1,1.0
symmetrical gynecomastia,1,1,1.0
/confirmed,1,1,1.0
care management patient,1,1,1.0
Intraabdominal fat,1,1,1.0
Diastolic Hypertension,1,1,1.0
stage III renal cell carcinoma,3,1,3.0
MENDED,1,1,1.0
Primary polycythemia,2,1,2.0
up-regulation of hematopoiesis,2,1,2.0
CLEAR CELL CARCINOMA OF KIDNEY,1,1,1.0
HIKING,1,1,1.0
WIDOW,1,1,1.0
edema peripheral,1,1,1.0
Hip bone,2,1,2.0
cis platinum,1,1,1.0
laparoscopic interval appendectomy,3,1,3.0
EYE REMOVAL,1,1,1.0
diabetes renal,1,1,1.0
CT SCAN ABDOMEN,2,2,1.0
SLIDING HERNIA,1,1,1.0
job simulations,1,1,1.0
a 19,1,1,1.0
internal derangement of left knee,1,1,1.0
oral amitriptyline,2,2,1.0
Mixed Flora,1,1,1.0
interventio,1,1,1.0
Extension  30 degrees,1,1,1.0
-Genitourinary,1,1,1.0
--Anterior wedging,1,1,1.0
fecal fat content,1,1,1.0
glucagon recombinant,2,1,2.0
hip arthralgia,1,1,1.0
Glucagon recombinant,1,1,1.0
"Systolic hypertension, mild",1,1,1.0
-h pylori,1,1,1.0
Iodinated  contrast media,1,1,1.0
right ureteral mucosa,1,1,1.0
LOW MCV,1,1,1.0
airway reactive disease,3,1,3.0
Elliptocytosis,1,1,1.0
"Hypertension, variably",1,1,1.0
APIXABAN 5 MG ORAL TABLET,2,2,1.0
hematologist review,1,1,1.0
coccidiosis,1,1,1.0
RHINOVIRUS,1,1,1.0
Localized disease,1,1,1.0
"therapy, replacement",1,1,1.0
hormone problems,2,2,1.0
Spring Test,1,1,1.0
sacral radiculopathy at S1,1,1,1.0
legs long,1,1,1.0
Diagnostic flexible sigmoidoscopy,2,2,1.0
tender rib,2,1,2.0
oral pathology,3,2,1.5
MRI of bone marrow,1,1,1.0
